Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SW-LOGIN,Chrome 115.0.0.0,,,2023-08-13 11:47:22,2023-08-13 11:48:43,1m - 20.716s,PASSED
,,,,,,,
Test Cases/Website/SW-Login/SW-LOG01,Chrome 115.0.0.0,,,2023-08-13 11:47:23,2023-08-13 11:47:34,11.323s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 11:47:23,2023-08-13 11:47:27,4.212s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 11:47:27,2023-08-13 11:47:27,0.145s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 11:47:27,2023-08-13 11:47:28,1.201s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), isya_katalon_email)",Chrome 115.0.0.0,,,2023-08-13 11:47:28,2023-08-13 11:47:30,1.254s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), isya_katalon_password)",Chrome 115.0.0.0,,,2023-08-13 11:47:30,2023-08-13 11:47:31,0.956s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 11:47:31,2023-08-13 11:47:32,1.282s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/i_Kontak_fas fa-user-alt""))",Chrome 115.0.0.0,,,2023-08-13 11:47:32,2023-08-13 11:47:33,0.762s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 11:47:33,2023-08-13 11:47:33,0.623s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 11:47:33,2023-08-13 11:47:34,0.665s,PASSED
,,,,,,,
Test Cases/Website/SW-Login/SW-LOG03,Chrome 115.0.0.0,,,2023-08-13 11:47:34,2023-08-13 11:47:43,9.142s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 11:47:34,2023-08-13 11:47:37,2.385s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 11:47:37,2023-08-13 11:47:37,0.163s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 11:47:37,2023-08-13 11:47:38,1.082s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""isya.katalon17@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 11:47:38,2023-08-13 11:47:39,1.170s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), ""password17"")",Chrome 115.0.0.0,,,2023-08-13 11:47:39,2023-08-13 11:47:40,0.938s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 11:47:40,2023-08-13 11:47:41,1.014s,PASSED
"verifyElementText(findTestObject(""Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/small_Email atau kata sandi salah""), ""Email atau kata sandi salah"")",Chrome 115.0.0.0,,,2023-08-13 11:47:41,2023-08-13 11:47:42,0.707s,PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 11:47:42,2023-08-13 11:47:42,0.375s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 11:47:42,2023-08-13 11:47:43,0.686s,PASSED
,,,,,,,
Test Cases/Website/SW-Login/SW-LOG04,Chrome 115.0.0.0,,,2023-08-13 11:47:43,2023-08-13 11:47:54,11.346s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 11:47:44,2023-08-13 11:47:49,5.739s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-13 11:47:49,2023-08-13 11:47:49,0.125s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 11:47:49,2023-08-13 11:47:51,1.431s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""isya"")",Chrome 115.0.0.0,,,2023-08-13 11:47:51,2023-08-13 11:47:52,1.165s,PASSED
