Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SM-LOGIN,,,,2023-08-14 19:00:12,2023-08-14 19:00:13,1.477s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG01,,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.011s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.004s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG03,,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.006s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.003s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG04,,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.011s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:12,2023-08-14 19:00:12,0.003s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG05,,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.007s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.002s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG06,,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.005s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.002s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG10,,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.006s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.002s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG11,,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.006s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.002s,FAILED
,,,,,,,
Test Cases/Mobile/SM-Login/SM-LOG12,,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.007s,FAILED
"startApplication(""C:\Users\rizky\Downloads\DemoAppV2.apk"", true)",,,,2023-08-14 19:00:13,2023-08-14 19:00:13,0.002s,FAILED
