Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SW-LOGIN,Chrome 115.0.0.0,,,2023-08-08 10:26:24,2023-08-08 10:27:12,48.341s,PASSED
,,,,,,,
Test Cases/Website/SW02 Login/SW-LOG01,Chrome 115.0.0.0,,,2023-08-08 10:26:24,2023-08-08 10:26:37,13.155s,PASSED
"openBrowser(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-08 10:26:24,2023-08-08 10:26:31,7.080s,PASSED
maximizeWindow(),Chrome 115.0.0.0,Maximize current window,,2023-08-08 10:26:31,2023-08-08 10:26:31,0.139s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/a_Masuk""))",Chrome 115.0.0.0,,,2023-08-08 10:26:31,2023-08-08 10:26:33,1.111s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), isya_katalon_email)",Chrome 115.0.0.0,,,2023-08-08 10:26:33,2023-08-08 10:26:34,1.165s,PASSED
"setText(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), isya_katalon_password)",Chrome 115.0.0.0,,,2023-08-08 10:26:34,2023-08-08 10:26:34,0.723s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-08 10:26:34,2023-08-08 10:26:36,1.233s,PASSED
"click(findTestObject(""Object Repository/Web - Login/Page_Be a Profressional Talent with Coding.ID/i_Kontak_fas fa-user-alt""))",Chrome 115.0.0.0,,,2023-08-08 10:26:36,2023-08-08 10:26:36,0.752s,PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-08 10:26:36,2023-08-08 10:26:37,0.752s,PASSED
,,,,,,,
Test Cases/Website/SW02 Login/SW-LOG03,Chrome 115.0.0.0,,,2023-08-08 10:26:37,2023-08-08 10:26:45,7.721s,PASSED
