Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SW-Change Profile,Chrome 115.0.0.0,,,2023-08-13 18:05:49,2023-08-13 18:12:41,"6m - 52,679s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP01,Chrome 115.0.0.0,,,2023-08-13 18:05:49,2023-08-13 18:06:14,"25,492s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:05:49,2023-08-13 18:05:52,"2,384s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:05:52,2023-08-13 18:05:52,"0,166s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:05:52,2023-08-13 18:05:54,"2,484s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:05:54,2023-08-13 18:05:55,"0,994s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:05:55,2023-08-13 18:05:56,"0,944s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:05:56,2023-08-13 18:05:57,"1,053s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:05:57,2023-08-13 18:05:59,"1,217s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:05:59,2023-08-13 18:05:59,"0,708s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:05:59,2023-08-13 18:06:00,"0,941s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:06:00,2023-08-13 18:06:01,"1,238s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:06:01,2023-08-13 18:06:02,"0,948s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\DanteDMC5.jpg"")",Chrome 115.0.0.0,,,2023-08-13 18:06:02,2023-08-13 18:06:03,"0,703s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""0813816291"")",Chrome 115.0.0.0,,,2023-08-13 18:06:03,2023-08-13 18:06:04,"0,787s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_BirthDay_birth_date""), ""06dec1998"")",Chrome 115.0.0.0,,,2023-08-13 18:06:04,2023-08-13 18:06:05,"1,115s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:06:05,2023-08-13 18:06:09,"3,655s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:06:09,2023-08-13 18:06:14,"5,036s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:06:14,2023-08-13 18:06:14,"0,666s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP02,Chrome 115.0.0.0,,,2023-08-13 18:06:14,2023-08-13 18:06:33,"18,533s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:06:15,2023-08-13 18:06:16,"1,221s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:06:16,2023-08-13 18:06:16,"0,128s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:06:16,2023-08-13 18:06:18,"1,850s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:06:18,2023-08-13 18:06:19,"1,231s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:06:19,2023-08-13 18:06:20,"1,069s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:06:20,2023-08-13 18:06:21,"0,686s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:06:21,2023-08-13 18:06:22,"1,219s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:06:22,2023-08-13 18:06:23,"0,741s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:06:23,2023-08-13 18:06:24,"0,909s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:06:24,2023-08-13 18:06:25,"1,016s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:06:25,2023-08-13 18:06:26,"0,903s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:06:26,2023-08-13 18:06:31,"5,013s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:06:31,2023-08-13 18:06:32,"1,551s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:06:32,2023-08-13 18:06:33,"0,676s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP03,Chrome 115.0.0.0,,,2023-08-13 18:06:33,2023-08-13 18:06:51,"18,333s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:06:33,2023-08-13 18:06:35,"1,327s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:06:35,2023-08-13 18:06:35,"0,129s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:06:35,2023-08-13 18:06:36,"1,666s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:06:36,2023-08-13 18:06:37,"1,057s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:06:37,2023-08-13 18:06:38,"0,967s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:06:38,2023-08-13 18:06:39,"0,730s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:06:39,2023-08-13 18:06:40,"1,118s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:06:40,2023-08-13 18:06:41,"0,711s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:06:41,2023-08-13 18:06:42,"0,779s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:06:42,2023-08-13 18:06:43,"0,931s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:06:43,2023-08-13 18:06:44,"0,930s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""0813816300"")",Chrome 115.0.0.0,,,2023-08-13 18:06:44,2023-08-13 18:06:45,"1,285s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:06:45,2023-08-13 18:06:46,"0,696s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:06:46,2023-08-13 18:06:51,"5,010s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:06:51,2023-08-13 18:06:51,"0,641s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP04,Chrome 115.0.0.0,,,2023-08-13 18:06:51,2023-08-13 18:07:13,"22,179s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:06:52,2023-08-13 18:06:53,"1,237s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:06:53,2023-08-13 18:06:53,"0,127s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:06:53,2023-08-13 18:06:56,"3,146s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:06:56,2023-08-13 18:06:57,"0,929s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:06:57,2023-08-13 18:06:58,"1,018s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:06:58,2023-08-13 18:06:59,"0,865s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:06:59,2023-08-13 18:07:01,"2,277s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:01,2023-08-13 18:07:02,"0,953s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:07:02,2023-08-13 18:07:03,"1,110s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:07:03,2023-08-13 18:07:05,"1,228s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:05,2023-08-13 18:07:06,"1,210s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_Phone_whatsapp""), ""081381630033"")",Chrome 115.0.0.0,,,2023-08-13 18:07:06,2023-08-13 18:07:07,"1,304s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:07:07,2023-08-13 18:07:08,"0,666s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:07:08,2023-08-13 18:07:13,"5,009s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:07:13,2023-08-13 18:07:13,"0,714s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP05,Chrome 115.0.0.0,,,2023-08-13 18:07:13,2023-08-13 18:07:38,"24,333s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:07:14,2023-08-13 18:07:15,"1,159s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:07:15,2023-08-13 18:07:15,"0,127s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:07:15,2023-08-13 18:07:18,"2,466s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:07:18,2023-08-13 18:07:19,"1,200s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:07:19,2023-08-13 18:07:20,"1,014s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:07:20,2023-08-13 18:07:20,"0,680s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:07:20,2023-08-13 18:07:22,"1,161s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:22,2023-08-13 18:07:22,"0,717s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:07:22,2023-08-13 18:07:23,"0,903s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:07:23,2023-08-13 18:07:24,"0,861s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:24,2023-08-13 18:07:25,"0,945s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_BirthDay_birth_date""), ""05aug2017"")",Chrome 115.0.0.0,,,2023-08-13 18:07:25,2023-08-13 18:07:26,"1,319s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:07:26,2023-08-13 18:07:31,"5,015s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:07:31,2023-08-13 18:07:32,"0,760s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:07:32,2023-08-13 18:07:37,"5,016s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:07:37,2023-08-13 18:07:38,"0,652s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP06,Chrome 115.0.0.0,,,2023-08-13 18:07:38,2023-08-13 18:08:01,"23,286s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:07:38,2023-08-13 18:07:39,"1,161s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:07:39,2023-08-13 18:07:39,"0,125s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:07:39,2023-08-13 18:07:41,"1,860s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:07:41,2023-08-13 18:07:42,"0,881s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:07:42,2023-08-13 18:07:43,"0,919s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:07:43,2023-08-13 18:07:44,"0,758s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:07:44,2023-08-13 18:07:45,"1,125s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:45,2023-08-13 18:07:46,"0,614s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:07:46,2023-08-13 18:07:46,"0,858s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:07:46,2023-08-13 18:07:47,"0,933s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:07:47,2023-08-13 18:07:48,"0,890s",PASSED
"setText(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_BirthDay_birth_date""), ""05aug1953"")",Chrome 115.0.0.0,,,2023-08-13 18:07:48,2023-08-13 18:07:50,"1,289s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:07:50,2023-08-13 18:07:55,"5,018s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:07:55,2023-08-13 18:07:55,"0,824s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:07:55,2023-08-13 18:08:00,"5,011s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:08:00,2023-08-13 18:08:01,"0,670s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP07,Chrome 115.0.0.0,,,2023-08-13 18:08:01,2023-08-13 18:08:25,"23,511s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:08:01,2023-08-13 18:08:03,"1,197s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:08:03,2023-08-13 18:08:03,"0,127s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:08:03,2023-08-13 18:08:07,"4,233s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:08:07,2023-08-13 18:08:08,"1,196s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:08:08,2023-08-13 18:08:09,"1,045s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:08:09,2023-08-13 18:08:10,"0,699s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:08:10,2023-08-13 18:08:11,"1,233s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:08:11,2023-08-13 18:08:12,"0,763s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:08:12,2023-08-13 18:08:13,"0,823s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:08:13,2023-08-13 18:08:14,"0,928s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:08:14,2023-08-13 18:08:15,"0,890s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\DanteDMC5.jpg"")",Chrome 115.0.0.0,,,2023-08-13 18:08:15,2023-08-13 18:08:15,"0,599s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:08:15,2023-08-13 18:08:18,"3,163s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:08:18,2023-08-13 18:08:19,"0,572s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:08:19,2023-08-13 18:08:24,"5,010s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:08:24,2023-08-13 18:08:25,"0,662s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP08,Chrome 115.0.0.0,,,2023-08-13 18:08:25,2023-08-13 18:08:45,"20,076s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:08:25,2023-08-13 18:08:26,"1,265s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:08:26,2023-08-13 18:08:26,"0,142s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:08:26,2023-08-13 18:08:28,"1,910s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:08:28,2023-08-13 18:08:29,"0,886s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Email_email""), ""iqbalm213@gmail.com"")",Chrome 115.0.0.0,,,2023-08-13 18:08:29,2023-08-13 18:08:30,"0,903s",PASSED
"setText(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/input_Kata                                 _98da12""), iqbal_pass)",Chrome 115.0.0.0,,,2023-08-13 18:08:30,2023-08-13 18:08:31,"0,717s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Masuk untuk dapatkan akses di Coding.ID/button_Login""))",Chrome 115.0.0.0,,,2023-08-13 18:08:31,2023-08-13 18:08:32,"1,074s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Dropdown_goes_to_Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:08:32,2023-08-13 18:08:32,"0,706s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/a_My Account""))",Chrome 115.0.0.0,,,2023-08-13 18:08:32,2023-08-13 18:08:34,"1,100s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/span_Profil""))",Chrome 115.0.0.0,,,2023-08-13 18:08:34,2023-08-13 18:08:34,"0,867s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Coding.ID - Dashboard/a_Edit Profile""))",Chrome 115.0.0.0,,,2023-08-13 18:08:34,2023-08-13 18:08:36,"1,523s",PASSED
"uploadFile(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/input_gambar""), ""C:\Users\Dermawan\Desktop\Katalon Directory\dummy\png-transparent-head-the-dummy-avatar-man-tie-jacket-user.png"")",Chrome 115.0.0.0,,,2023-08-13 18:08:36,2023-08-13 18:08:37,"0,608s",PASSED
"click(findTestObject(""Web - Change Profile/Page_Coding.ID - Dashboard/button_Save Changes""))",Chrome 115.0.0.0,,,2023-08-13 18:08:37,2023-08-13 18:08:39,"1,978s",PASSED
delay(5),Chrome 115.0.0.0,,,2023-08-13 18:08:39,2023-08-13 18:08:44,"5,004s",PASSED
takeScreenshot(),Chrome 115.0.0.0,,,2023-08-13 18:08:44,2023-08-13 18:08:44,"0,424s",PASSED
closeBrowser(),Chrome 115.0.0.0,,,2023-08-13 18:08:44,2023-08-13 18:08:45,"0,658s",PASSED
,,,,,,,
Test Cases/Website/SW-Change Profile/SW-CP09,Chrome 115.0.0.0,,,2023-08-13 18:08:45,2023-08-13 18:09:04,"19,542s",PASSED
"openBrowser("""")",Chrome 115.0.0.0,,,2023-08-13 18:08:45,2023-08-13 18:08:46,"1,208s",PASSED
maximizeWindow(),Chrome 115.0.0.0,,,2023-08-13 18:08:46,2023-08-13 18:08:46,"0,129s",PASSED
"navigateToUrl(""https://demo-app.online/"")",Chrome 115.0.0.0,,,2023-08-13 18:08:46,2023-08-13 18:08:48,"1,435s",PASSED
"click(findTestObject(""Object Repository/Web - Change Profile/Page_Be a Profressional Talent with Coding.ID/Button_Masuk""))",Chrome 115.0.0.0,,,2023-08-13 18:08:48,2023-08-13 18:08:49,"1,020s",PASSED
